A01nficha;A01uf;idade_calculada;E03;E05;id_genero
23815;53;36;2;1;1
23827;53;34;2;4;1
23827;53;16;2;4;99999
23827;53;13;2;4;99999
23827;53;8;1;4;99999
23830;53;77;2;1;1
23830;53;83;1;1;1
23846;53;22;1;4;1
23846;53;39;2;4;1
23851;53;49;2;2;1
23851;53;47;1;2;1
23882;53;28;1;1;1
23882;53;28;2;4;1
23882;53;6;1;1;99999
23901;53;62;1;4;1
23901;53;21;1;1;1
23951;53;46;1;1;1
23951;53;21;1;4;1
23952;53;57;1;4;1
23952;53;59;1;4;1
23952;53;39;1;4;1
23953;53;80;2;1;1
23998;53;42;2;1;1
23998;53;43;1;4;1
23998;53;18;1;1;1
24016;53;53;1;4;1
24053;53;36;2;4;1
24053;53;35;1;4;1
24053;53;57;2;4;1
24053;53;80;1;4;1
24053;53;4;2;4;99999
24082;53;38;1;2;1
24082;53;24;2;4;1
24082;53;13;1;2;99999
24082;53;10;2;4;99999
24082;53;2;2;4;99999
24084;53;42;2;1;1
24084;53;61;2;1;1
24084;53;43;1;1;1
24084;53;7;1;4;99999
24087;53;49;1;4;1
24087;53;48;2;1;1
24087;53;24;1;1;1
24087;53;20;2;4;1
24091;53;49;1;4;1
24098;53;45;2;1;1
24108;53;40;2;2;1
24108;53;13;2;2;99999
24133;53;68;2;1;1
24133;53;72;1;1;1
24139;53;26;1;1;1
24139;53;29;2;4;1
24139;53;3;1;4;99999
24148;53;45;1;4;1
24148;53;43;2;1;1
24150;53;36;1;1;1
24175;53;71;2;1;1
24175;53;102;2;1;1
24175;53;33;1;1;1
24175;53;36;2;4;1
24188;53;46;2;4;1
24188;53;16;2;4;99999
24189;53;54;2;4;1
24189;53;58;1;4;1
24189;53;30;2;4;1
24189;53;4;1;4;99999
24200;53;57;2;4;1
24200;53;32;1;2;1
24200;53;12;2;4;99999
24200;53;9;1;2;99999
24218;53;58;1;1;1
24218;53;49;2;4;1
24218;53;33;2;1;1
24218;53;5;1;1;99999
24228;53;40;1;4;1
24228;53;28;2;4;1
24228;53;7;2;4;99999
24228;53;2;1;4;99999
24243;53;36;2;1;1
24243;53;37;1;4;1
24243;53;18;2;4;1
24243;53;8;1;2;99999
24243;53;2;2;1;99999
24266;53;65;2;2;1
24277;53;52;1;4;1
24277;53;51;2;1;1
24277;53;29;2;1;1
24277;53;5;2;1;99999
24297;53;39;1;2;1
24297;53;45;2;1;1
24312;53;19;1;1;1
24351;53;38;2;4;1
24351;53;17;1;4;99999
24354;53;68;2;4;1
24354;53;67;1;4;1
24378;53;67;1;2;1
24378;53;67;2;1;1
24382;53;49;1;4;1
24382;53;25;2;2;1
24382;53;48;2;4;1
24382;53;3;2;4;99999
24396;53;37;1;1;1
24396;53;49;2;1;1
24401;53;66;1;4;1
24401;53;63;2;1;1
24406;53;43;1;1;1
24425;53;34;2;4;1
24425;53;46;1;4;1
24425;53;17;2;1;99999
24425;53;16;2;2;99999
24434;53;64;1;4;1
24434;53;55;2;4;1
24434;53;26;1;4;1
24434;53;20;1;1;99999
24449;53;60;1;4;1
24449;53;56;2;1;1
24489;53;58;1;4;1
24489;53;54;2;4;1
24495;53;37;2;1;1
24495;53;10;1;1;99999
24495;53;5;1;1;99999
24526;53;69;1;2;1
24526;53;74;2;4;1
24526;53;36;2;4;1
24530;53;43;2;4;1
24530;53;59;1;1;1
24530;53;16;1;1;99999
24551;53;51;1;4;1
24551;53;44;2;1;1
24634;53;44;1;4;1
24634;53;43;2;1;1
24680;53;42;2;2;1
24680;53;24;2;1;1
24680;53;9;1;2;99999
24680;53;7;2;2;99999
24680;53;4;1;4;99999
24710;53;65;2;4;1
24710;53;20;1;4;1
24722;53;52;1;1;1
24722;53;52;2;4;1
24738;53;72;2;4;1
24738;53;37;2;1;1
24740;53;23;2;1;1
24740;53;23;1;2;1
24740;53;1;1;2;99999
24843;53;52;1;4;1
24843;53;48;2;4;1
